,title,room,area,floor,renovation,material,price,address,lift,security,internet,playground,sewerage,bathroom,video_monitor,parking_space,air_condition,furniture
1363,2-rooms apartment for sale,,,,,,108 000 usd,"Tashkent city, district Yakkasaray, махаллинский сход граждан Юнус Раджаби, улица Богсарой",0,0,0,0,0,0,0,0,0,0
1364,2-rooms apartment for sale,,,,,,81 000 usd,"Tashkent city, district Mirza Ulugbek, массив Буз-1, proezd Kalandar",0,0,0,0,0,0,0,0,0,0
1365,2-rooms apartment for sale,,,,,,77 500 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бешчинар",0,0,0,0,0,0,0,0,0,0
1366,1-rooms apartment for sale,,,,,,59 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Чиланзар, улица Мукими",0,0,0,0,0,0,0,0,0,0
1367,2-rooms apartment for sale,,,,,,105 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Афрасиаб, улица Шахрисабз",0,0,0,0,0,0,0,0,0,0
1368,4-rooms apartment for sale,,,,,,145 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мовароуннахр, улица Саида Барака",0,0,1,0,0,1,1,1,1,1
1369,2-rooms apartment for sale,,,,,,82 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Богиэрам",0,0,0,0,1,1,0,0,0,0
1370,5-rooms apartment for sale,,,,,,105 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Бегубор",0,0,0,0,0,0,0,0,0,0
1371,5-rooms apartment for sale,,,,,,105 000 usd,"Tashkent city, district Mirza Ulugbek, массив Ахмада Югнаки",0,0,1,1,1,1,0,1,1,1
1372,5-rooms apartment for sale,,,,,,150 000 usd,"Tashkent city, district Bektemir, Йик-Ата, 2-й проезд улица Фазилат",0,0,0,0,0,0,0,0,0,0
1373,2-rooms apartment for sale,,,,,,74 000 usd,"Tashkent city, district Chilanzar, 2-й квартал",0,0,0,0,0,0,0,0,0,0
1374,2-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Айбек, улица Саида Барака",1,0,1,1,1,1,0,1,1,1
1375,4-rooms apartment for sale,,,,,,145 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мовароуннахр, улица Саида Барака",0,0,1,0,0,1,1,1,1,1
1376,4-rooms apartment for sale,,,,,,200 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Навбахор, улица Мехр",0,0,0,0,0,0,0,0,0,0
1377,3-rooms apartment for sale,,,,,,45 000 usd,"Tashkent region, Янгиюль, Самаркандская улица",0,0,0,0,0,0,0,0,0,0
1378,4-rooms apartment for sale,,,,,,169 000 usd,"Tashkent city, district Mirabad, массив Госпитальный",1,0,1,1,0,1,0,0,1,1
1379,3-rooms apartment for sale,,,,,,68 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Заркурган, улица Ботирма",0,0,1,1,1,1,1,1,1,1
1380,2-rooms apartment for sale,,,,,,58 500 usd,"Tashkent city, district Uchtepa, 26-й квартал",0,0,0,0,0,0,0,0,0,0
1381,2-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Айбек, улица Саида Барака",1,0,1,1,1,1,0,1,1,1
1382,2-rooms apartment for sale,,,,,,63 000 usd,"Tashkent city, Алмазарский район, махаллинский сход граждан Алтынсай",0,0,0,0,0,0,0,0,0,0
1383,1-rooms apartment for sale,,,,,,53 500 usd,"Tashkent city, district Yunusabad, 1-й квартал, проспект Амира Темура",0,0,1,0,1,1,0,0,1,0
1384,3-rooms apartment for sale,,,,,,125 000 usd,"Tashkent city, district Yakkasaray, махаллинский сход граждан Ракат, улица Шота Руставели",0,0,0,0,0,0,0,1,1,1
1385,2-rooms apartment for sale,,,,,,135 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Айбек, улица Шахрисабз",0,0,0,0,0,0,0,0,0,0
1386,1-rooms apartment for sale,,,,,,65 000 usd,"Tashkent city, district Yakkasaray, махаллинский сход граждан Хамид Сулаймонов, улица Шота Руставели",0,0,0,0,0,0,0,0,0,0
1387,4-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Sirgali, махаллинский сход граждан Эзгулик",1,0,1,1,1,1,0,1,1,1
1388,4-rooms apartment for sale,,,,,,115 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Нур, улица Шастри",0,0,0,0,0,0,0,0,0,0
1389,2-rooms apartment for sale,,,,,,61 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Ахмад Дониш",0,0,1,0,0,1,0,0,1,1
1390,3-rooms apartment for sale,,,,,,79 500 usd,"Tashkent city, district Yunusabad, 10-й квартал",0,0,1,1,1,1,0,0,1,1
1391,2-rooms apartment for sale,,,,,,54 500 usd,"Tashkent city, district Yunusabad, 7-й квартал",0,0,0,0,0,0,0,0,0,0
1392,3-rooms apartment for sale,,,,,,82 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Лутфий, ploschad' Aktepa",0,0,1,1,1,0,1,1,1,1
1393,3-rooms apartment for sale,,,,,,89 999 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Байкурган, улица Насаф",0,0,1,1,1,0,0,1,1,1
1394,1-rooms apartment for sale,,,,,,36 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
1395,2-rooms apartment for sale,,,,,,46 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
1396,2-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Гузал, улица Гузаль",0,0,1,1,1,1,0,1,1,1
1397,2-rooms apartment for sale,,,,,,60 500 usd,"Tashkent city, district Chilanzar, квартал Ц, улица Мехр",0,0,0,1,1,1,0,0,1,1
1398,2-rooms apartment for sale,,,,,,77 500 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Кухна-Чапаната",0,0,0,0,0,0,0,0,0,0
1399,1-rooms apartment for sale,,,,,,42 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",1,1,0,1,1,0,1,0,0,0
1400,2-rooms apartment for sale,,,,,,46 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
1401,3-rooms apartment for sale,,,,,,215 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Айбек, улица Айбека",0,0,0,0,0,0,0,0,0,0
1402,3-rooms apartment for sale,,,,,,72 000 usd,"Tashkent city, district Uchtepa, 13-й квартал",0,0,0,0,0,0,0,0,0,0
1403,4-rooms apartment for sale,,,,,,175 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Лашкарбеги, улица Кары-Ниязи",0,0,0,0,0,0,0,0,0,0
1404,3-rooms apartment for sale,,,,,,85 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Бегубор",0,0,0,0,0,0,0,0,0,0
1405,4-rooms apartment for sale,,,,,,100 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Машинасозлар, улица Махтумкули",0,0,0,0,0,0,0,0,0,0
1406,3-rooms apartment for sale,,,,,,64 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бек-Тупи, улица Сугалли-ота",1,1,1,1,1,1,1,0,1,1
1407,3-rooms apartment for sale,,,,,,310 000 usd,"Tashkent city, district Mirabad, жилой комплекс Mirabad Avenue, 2-y proezd Katta Mirobod",0,0,0,0,0,0,0,0,0,0
1408,2-rooms apartment for sale,,,,,,71 900 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Ак-Тепа",0,0,0,0,0,0,0,0,0,0
1409,4-rooms apartment for sale,,,,,,85 000 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Ватан",0,0,0,0,0,0,0,0,0,0
1410,3-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Нурабад, улица Маданият",0,0,1,1,1,1,1,1,0,0
1411,1-rooms apartment for sale,,,,,,44 000 usd,"Tashkent city, Yangihayotskiy rayon, махаллинский сход граждан Янги Чоштепа, улица Узар",1,1,1,1,1,1,1,1,1,1
1412,4-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Sirgali, махаллинский сход граждан Эзгулик",1,0,1,1,1,1,0,1,1,1
1413,3-rooms apartment for sale,,,,,,77 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Минглола",0,0,0,0,0,1,0,0,1,1
1414,4-rooms apartment for sale,,,,,,98 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Семург, улица Паркент",0,0,0,0,0,0,0,0,0,0
1415,4-rooms apartment for sale,,,,,,85 000 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Ватан",0,0,0,0,0,0,0,0,0,0
1416,4-rooms apartment for sale,,,,,,85 000 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Ватан",0,0,0,0,0,0,0,0,0,0
1417,4-rooms apartment for sale,,,,,,92 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Яшнобод, улица Лисунова",0,0,0,0,0,0,0,0,0,0
1418,1-rooms apartment for sale,,,,,,36 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
1419,2-rooms apartment for sale,,,,,,50 200 usd,"Tashkent city, district Chilanzar, 8-й квартал",0,0,0,0,0,0,0,0,0,0
1420,2-rooms apartment for sale,,,,,,54 600 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Кургантепа",0,0,0,0,0,0,0,0,0,0
1421,2-rooms apartment for sale,,,,,,64 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Ахмад Дониш",0,0,0,0,0,0,0,0,0,0
1422,1-rooms apartment for sale,,,,,,46 200 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Дилабад",0,0,0,0,0,0,0,0,0,0
1423,2-rooms apartment for sale,,,,,,52 000 usd,"Tashkent city, district Yunusabad, 15-й квартал",0,0,0,0,0,0,0,0,0,0
1424,1-rooms apartment for sale,,,,,,42 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",1,1,0,1,1,0,1,0,0,0
1425,3-rooms apartment for sale,,,,,,64 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бек-Тупи, улица Сугалли-ота",1,1,1,1,1,1,1,0,1,1
1426,2-rooms apartment for sale,,,,,,61 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Ахмад Дониш",0,0,1,0,0,1,0,0,1,1
1427,3-rooms apartment for sale,,,,,,85 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Лашкарбеги, prospekt Mustakillik",0,0,0,0,0,0,0,0,0,0
1428,3-rooms apartment for sale,,,,,,78 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Аль-Фараби, улица Ахмада Югнаки",0,0,0,1,1,0,0,1,1,1
1429,2-rooms apartment for sale,,,,,,67 000 usd,"Tashkent city, district Chilanzar, 1-й квартал, улица Лабихавуз",0,0,0,1,1,1,0,0,1,1
1430,2-rooms apartment for sale,,,,,,49 000 usd,"Tashkent city, district Yunusabad, микрорайон ТашГРЭС",0,0,0,0,0,0,0,0,0,0
1431,4-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Sirgali, махаллинский сход граждан Эзгулик",1,0,1,1,1,1,0,1,1,1
1432,2-rooms apartment for sale,,,,,,59 500 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Карасу, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0
1433,1-rooms apartment for sale,,,,,,41 500 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Найман",0,0,0,0,0,0,0,0,0,0
1434,2-rooms apartment for sale,,,,,,58 300 usd,"Tashkent city, district Uchtepa, 26-й квартал",0,0,0,0,0,0,0,0,0,0
1435,2-rooms apartment for sale,,,,,,67 000 usd,"Tashkent city, district Chilanzar, 1-й квартал, улица Лабихавуз",0,0,0,0,0,0,0,0,0,0
1436,2-rooms apartment for sale,,,,,,79 999 usd,"Tashkent city, district Chilanzar, 1-й квартал, улица Лабихавуз",0,0,0,0,0,0,0,0,0,0
1437,2-rooms apartment for sale,,,,,,46 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
1438,1-rooms apartment for sale,,,,,,60 000 usd,"Tashkent region, городской посёлок Кибрай, улица Хамза",0,0,0,0,0,0,0,0,0,0
1439,3-rooms apartment for sale,,,,,,215 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Буюк Туран, проспект Амира Темура",0,0,0,0,0,0,0,0,0,0
1440,5-rooms apartment for sale,,,,,,120 000 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Фарход",0,0,0,0,0,0,0,0,0,0
1441,3-rooms apartment for sale,,,,,,210 000 usd,"Tashkent city, district Shaykhantahur, массив Бешагач",0,0,0,0,0,0,0,0,0,0
1442,5-rooms apartment for sale,,,,,,210 000 usd,"Tashkent city, district Mirza Ulugbek, массив Алай",0,0,0,0,0,0,0,0,0,0
1443,4-rooms apartment for sale,,,,,,145 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мовароуннахр, улица Саида Барака",0,0,1,0,0,1,1,1,1,1
1444,4-rooms apartment for sale,,,,,,259 000 usd,"Tashkent city, district Yakkasaray, махаллинский сход граждан Дилбулак, улица Шота Руставели",0,0,0,0,0,0,0,0,0,0
1445,2-rooms apartment for sale,,,,,,74 500 usd,"Tashkent city, district Yunusabad, массив Кашгар",0,0,0,0,0,0,0,0,0,0
1446,3-rooms apartment for sale,,,,,,110 000 usd,"Tashkent city, district Yakkasaray, жилой комплекс Яккасарой палас, улица Бабура",0,0,1,1,0,0,0,0,1,1
1447,4-rooms apartment for sale,,,,,,100 000 usd,"Tashkent city, Yangihayotskiy rayon, 4-й квартал, улица Софдил",0,0,1,1,0,1,0,1,1,1
1448,2-rooms apartment for sale,,,,,,195 555 usd,"Tashkent city, district Shaykhantahur, жилой комплекс Nest One, улица Батыра Закирова",0,0,0,0,0,0,0,0,0,0
1449,1-rooms apartment for sale,,,,,,36 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
1450,2-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Айбек, улица Саида Барака",1,0,1,1,1,1,0,1,1,1
1451,1-rooms apartment for sale,,,,,,74 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Лашкарбеги, prospekt Mustakillik",1,0,1,0,1,0,0,0,1,1
1452,3-rooms apartment for sale,,,,,,83 500 usd,"Tashkent city, district Yunusabad, 7-й квартал",0,0,0,0,0,0,0,0,0,0
1453,1-rooms apartment for sale,,,,,,43 500 usd,"Tashkent city, district Yakkasaray, массив Башлык",0,0,1,1,1,1,0,1,0,0
1454,3-rooms apartment for sale,,,,,,76 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Сабирабад",0,0,0,0,0,0,0,0,0,0
1455,2-rooms apartment for sale,,,,,,81 950 usd,"Tashkent city, district Chilanzar, 5-й квартал",1,0,1,1,1,1,0,1,1,1
1456,2-rooms apartment for sale,,,,,,46 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
1457,2-rooms apartment for sale,,,,,,77 555 usd,"Tashkent city, district Chilanzar, 5-й квартал",0,0,1,1,1,1,0,1,1,1
1458,1-rooms apartment for sale,,,,,,78 000 usd,"Tashkent city, district Yakkasaray, махаллинский сход граждан Юнус Ражабий, улица Юнуса Раджаби",0,0,1,0,0,0,0,0,1,1
1459,2-rooms apartment for sale,,,,,,92 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Салор, улица Туркистан",0,0,1,1,0,0,0,1,1,1
1460,2-rooms apartment for sale,,,,,,61 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Аккурган, улица Аккурган",0,0,0,0,0,0,0,0,0,0
1461,3-rooms apartment for sale,,,,,,90 000 usd,"Tashkent city, district Chilanzar, 5-й квартал",0,0,1,1,1,1,1,1,1,1
1462,4-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Sirgali, махаллинский сход граждан Эзгулик",1,0,1,1,1,1,0,1,1,1
1463,1-rooms apartment for sale,,,,,,47 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Юзрабат",0,0,1,1,1,0,0,0,0,0
1464,2-rooms apartment for sale,,,,,,68 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Элабад, улица Буюк Ипак Йули",0,0,0,0,0,0,0,0,0,0
1465,1-rooms apartment for sale,,,,,,54 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Элабад, улица Буюк Ипак Йули",0,0,0,0,0,0,0,0,0,0
1466,3-rooms apartment for sale,,,,,,88 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Шахриабад",0,0,0,0,0,0,0,0,0,0
1467,3-rooms apartment for sale,,,,,,69 900 usd,"Tashkent city, district Yashnabad, массив Аханграбо, улица Курувчилар",0,0,0,1,1,1,0,1,0,1
1468,4-rooms apartment for sale,,,,,,145 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мовароуннахр, улица Саида Барака",0,0,1,0,0,1,1,1,1,1
1469,3-rooms apartment for sale,,,,,,51 900 usd,"Tashkent city, district Yashnabad, массив Аханграбо, улица Курувчилар",0,0,1,1,1,1,0,0,0,0
1470,2-rooms apartment for sale,,,,,,65 200 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Чиланзар, улица Чиланзар",0,0,0,0,0,0,0,0,0,0
1471,1-rooms apartment for sale,,,,,,47 300 usd,"Tashkent city, district Chilanzar, Chilanzar Business City TJM, улица Чиланзар",0,0,0,0,0,0,0,0,0,0
1472,2-rooms apartment for sale,,,,,,57 100 usd,"Tashkent city, district Chilanzar, 2-й квартал",0,0,0,0,0,0,0,0,0,0
1473,2-rooms apartment for sale,,,,,,48 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Ахмад Дониш",0,0,0,0,0,0,0,0,0,0
1474,3-rooms apartment for sale,,,,,,89 999 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Байкурган, улица Насаф",0,0,1,1,1,0,0,1,1,1
1475,3-rooms apartment for sale,,,,,,64 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бек-Тупи, улица Сугалли-ота",1,1,1,1,1,1,1,0,1,1
1476,1-rooms apartment for sale,,,,,,45 200 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Кичик Хирмантепа",0,0,0,0,0,0,0,0,0,0
1477,2-rooms apartment for sale,,,,,,68 600 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Кухна-Чапаната",0,0,0,0,0,0,0,0,0,0
1478,4-rooms apartment for sale,,,,,,84 000 usd,"Tashkent city, district Shaykhantahur, махаллинский сход граждан Самарканд Дарваза, улица Самарканд Дарвоза",0,0,0,0,0,0,0,0,0,0
1479,2-rooms apartment for sale,,,,,,44 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Джурабек, улица Обишир",0,0,0,0,0,0,0,0,0,0
1480,2-rooms apartment for sale,,,,,,75 000 usd,"Tashkent city, district Shaykhantahur, массив Бешагач",0,0,0,0,0,0,0,0,0,0
1481,1-rooms apartment for sale,,,,,,36 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
1482,2-rooms apartment for sale,,,,,,77 000 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Багабад",0,0,0,0,0,0,0,0,0,0
1483,2-rooms apartment for sale,,,,,,49 500 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Кичик Хирмантепа",0,0,0,0,0,0,0,0,0,0
1484,2-rooms apartment for sale,,,,,,70 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Бешкапа, улица Буюк Ипак Йули",0,0,0,0,0,0,0,0,0,0
1485,2-rooms apartment for sale,,,,,,54 500 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Диёрабад",0,0,0,0,0,0,0,0,0,0
1486,4-rooms apartment for sale,,,,,,100 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Уч Кахрамон",0,0,0,0,0,0,0,0,0,0
1487,4-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Sirgali, махаллинский сход граждан Эзгулик",1,0,1,1,1,1,0,1,1,1
1488,3-rooms apartment for sale,,,,,,70 000 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Фархад",0,0,0,0,1,0,0,0,0,0
1489,1-rooms apartment for sale,,,,,,70 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мирабад, улица Нукус",0,0,1,0,1,1,0,0,1,1
1490,4-rooms apartment for sale,,,,,,110 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Севинч",0,0,1,1,1,1,0,1,1,1
1491,2-rooms apartment for sale,,,,,,85 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Султония",0,0,0,0,0,0,0,0,0,0
1492,2-rooms apartment for sale,,,,,,105 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Сайрам, улица Сайрам",0,0,0,0,0,0,0,0,0,0
1493,2-rooms apartment for sale,,,,,,61 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Истиклол",0,0,0,0,0,0,0,0,0,0
1494,3-rooms apartment for sale,,,,,,250 000 usd,"Tashkent city, district Mirabad, жилой комплес Парквуд, 6-y proezd Mironshaha",0,0,0,0,0,0,0,0,0,0
1495,2-rooms apartment for sale,,,,,,100 000 usd,"Tashkent city, district Mirza Ulugbek, ploschad' Hamida Alimdzhana, ploschad' Hamida Alimdzhana",0,0,0,0,0,0,0,0,0,0
1496,1-rooms apartment for sale,,,,,,54 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Адолат",0,0,0,0,0,0,0,0,0,0
1497,2-rooms apartment for sale,,,,,,73 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Элабад, улица Буюк Ипак Йули",0,0,0,0,0,0,0,0,0,0
1498,2-rooms apartment for sale,,,,,,130 000 usd,"Tashkent city, district Shaykhantahur, махаллинский сход граждан Гульабад",0,0,0,0,0,0,0,0,0,0
1499,2-rooms apartment for sale,,,,,,46 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
1500,1-rooms apartment for sale,,,,,,36 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
1501,4-rooms apartment for sale,,,,,,262 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мирабад, улица Нукус",0,0,0,0,0,0,0,0,0,0
1502,4-rooms apartment for sale,,,,,,87 000 usd,"Tashkent city, district Yashnabad, массив Аханграбо, улица Курувчилар",0,0,1,1,1,1,1,1,0,1
1503,4-rooms apartment for sale,,,,,,75 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Тонг",0,0,0,0,0,0,0,0,0,0
1504,3-rooms apartment for sale,,,,,,78 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Адолат",0,0,0,0,0,0,0,0,0,0
1505,2-rooms apartment for sale,,,,,,96 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Алпомиш, улица Лашкарлар",0,0,0,0,0,0,0,0,0,0
1506,4-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Sirgali, махаллинский сход граждан Эзгулик",1,0,1,1,1,1,0,1,1,1
1507,4-rooms apartment for sale,,,,,,83 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Адолат",0,0,0,0,0,0,0,0,0,0
1508,1-rooms apartment for sale,,,,,,62 500 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Сайрам, улица Сайрам",0,0,0,0,0,0,0,0,0,0
1509,2-rooms apartment for sale,,,,,,69 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Семург",0,0,0,0,0,0,0,0,0,0
1510,2-rooms apartment for sale,,,,,,56 000 usd,"Tashkent city, district Mirza Ulugbek, naselyonnyy punkt Yangiabad, улица Миллий Бог",0,0,0,0,0,0,0,0,0,0
1511,2-rooms apartment for sale,,,,,,120 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Янги Мирабад, Малая кольцевая дорога",1,1,1,1,0,0,0,0,0,1
1512,2-rooms apartment for sale,,,,,,61 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Истиклол",0,0,0,0,0,0,0,0,0,0
1513,4-rooms apartment for sale,,,,,,85 000 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Фархад",0,0,0,0,0,0,0,0,0,0
1514,1-rooms apartment for sale,,,,,,38 500 usd,"Tashkent city, district Yunusabad, 2-й квартал",0,0,0,0,0,0,0,0,0,0
1515,2-rooms apartment for sale,,,,,,56 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Ахмад Дониш",0,0,0,0,0,0,0,0,0,0
1516,2-rooms apartment for sale,,,,,,77 500 usd,"Tashkent city, district Chilanzar, квартал Е, улица Мукими",0,0,0,0,0,0,0,0,0,0
1517,2-rooms apartment for sale,,,,,,77 100 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Катта Чиланзар-3",0,0,0,0,0,0,0,0,0,0
1518,4-rooms apartment for sale,,,,,,145 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мовароуннахр, улица Саида Барака",0,0,1,0,0,1,1,1,1,1
1519,1-rooms apartment for sale,,,,,,32 900 usd,"Bukhara region, Buxara",1,0,1,1,1,0,1,1,1,1
1520,5-rooms apartment for sale,,,,,,95 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Ахмад Дониш",0,0,0,0,0,0,0,0,0,0
1521,2-rooms apartment for sale,,,,,,48 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Ахмад Дониш",0,0,0,0,0,0,0,0,0,0
1522,1-rooms apartment for sale,,,,,,51 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Адолат",0,0,1,0,0,1,0,0,1,1
1523,3-rooms apartment for sale,,,,,,76 000 usd,"Tashkent city, district Mirza Ulugbek, 3-й квартал",0,0,0,1,1,1,0,0,0,1
1524,2-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Айбек, улица Саида Барака",1,0,1,1,1,1,0,1,1,1
1525,2-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Айбек, улица Саида Барака",1,0,1,1,1,1,0,1,1,1
1526,1-rooms apartment for sale,,,,,,46 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Алимкент, улица Кадышева",0,0,1,1,1,1,0,1,0,0
1527,2-rooms apartment for sale,,,,,,77 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Катта Чиланзар-3",0,0,0,0,0,0,0,0,0,0
1528,2-rooms apartment for sale,,,,,,75 000 usd,"Tashkent city, district Shaykhantahur, махаллинский сход граждан Шайхонтохур",0,0,0,0,0,0,0,0,0,0
