,title,room,area,floor,renovation,material,price,address,lift,security,internet,playground,sewerage,bathroom,video_monitor,parking_space,air_condition,furniture
542,3-rooms apartment for sale,,,,,,105 000 usd,"Tashkent city, district Mirabad, массив Айбек, улица Саида Барака",0,0,0,0,0,0,0,0,0,0
543,1-rooms apartment for sale,,,,,,42 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",1,1,0,1,1,0,1,0,0,0
544,4-rooms apartment for sale,,,,,,135 000 usd,"Tashkent city, district Mirabad, массив Айбек, улица Саида Барака",0,0,0,0,0,0,0,0,0,0
545,3-rooms apartment for sale,,,,,,66 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Ахилобод, улица Ниязбек",0,0,0,0,0,0,0,0,0,0
546,2-rooms apartment for sale,,,,,,60 000 usd,"Tashkent region, городской посёлок Кибрай, улица Зебунисо",0,0,1,0,0,1,0,1,1,1
547,3-rooms apartment for sale,,,,,,103 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Дархан, prospekt Mustakillik",1,0,1,0,1,0,0,0,1,1
548,2-rooms apartment for sale,,,,,,105 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Лолазар, улица Айбека",1,0,1,1,1,0,0,0,1,1
549,2-rooms apartment for sale,,,,,,61 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Истиклол",0,0,0,0,0,0,0,0,0,0
550,1-rooms apartment for sale,,,,,,42 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",1,1,0,1,1,0,1,0,0,0
551,4-rooms apartment for sale,,,,,,120 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Наврузобод",1,0,1,1,1,1,1,1,1,1
552,3-rooms apartment for sale,,,,,,82 000 usd,"Tashkent city, district Chilanzar, 1-й квартал, улица Лабихавуз",0,0,0,0,0,0,0,0,0,0
553,2-rooms apartment for sale,,,,,,76 500 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Ак-Тепа",0,0,0,0,0,0,0,0,0,0
554,2-rooms apartment for sale,,,,,,53 000 usd,"Tashkent city, district Yunusabad, 6-й квартал",0,0,0,0,0,0,0,0,0,0
555,2-rooms apartment for sale,,,,,,85 000 usd,"Tashkent city, district Yakkasaray, массив Кушбеги",0,0,0,0,0,0,0,0,0,0
556,2-rooms apartment for sale,,,,,,46 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
557,2-rooms apartment for sale,,,,,,69 000 usd,"Tashkent city, district Yunusabad, 5-й квартал, улица Еттичинор",0,0,0,0,0,0,0,0,0,0
558,3-rooms apartment for sale,,,,,,85 000 usd,"Tashkent city, district Yakkasaray, махаллинский сход граждан Мерос, улица Богибустан",0,0,0,0,0,0,0,0,0,0
559,4-rooms apartment for sale,,,,,,130 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Лолазар, улица Айбека",0,0,0,0,0,0,0,0,0,0
560,4-rooms apartment for sale,,,,,,90 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Узбекистан Мустакиллиги",0,0,0,0,1,1,0,0,0,1
561,2-rooms apartment for sale,,,,,,56 000 usd,"Tashkent city, district Yunusabad, 17-й квартал",0,0,0,0,0,0,0,0,0,0
562,3-rooms apartment for sale,,,,,,64 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бек-Тупи, улица Сугалли-ота",1,1,1,1,1,1,1,0,1,1
563,1-rooms apartment for sale,,,,,,47 500 usd,"Tashkent city, district Yunusabad, 6-й квартал",0,0,0,0,0,0,0,0,0,0
564,3-rooms apartment for sale,,,,,,57 500 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Гавхар, улица Домбрабад",0,0,0,0,0,0,0,0,0,0
565,3-rooms apartment for sale,,,,,,75 000 usd,"Tashkent city, district Uchtepa, квартал Г9А",0,0,0,0,0,0,0,0,0,0
566,3-rooms apartment for sale,,,,,,65 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Маърифат, улица Эльбека",0,0,0,0,0,0,0,0,0,0
567,4-rooms apartment for sale,,,,,,157 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Буюк Туран, проспект Амира Темура",0,0,0,0,0,0,0,0,0,0
568,3-rooms apartment for sale,,,,,,89 999 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Байкурган, улица Насаф",0,0,1,1,1,0,0,1,1,1
569,3-rooms apartment for sale,,,,,,178 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Бешкапа, улица Буюк Ипак Йули",0,0,0,0,0,0,0,0,0,0
570,3-rooms apartment for sale,,,,,,125 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Шахриабад",0,0,0,1,1,1,0,0,1,0
571,2-rooms apartment for sale,,,,,,69 555 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Кичик Хирмантепа",0,0,1,1,1,1,0,1,1,1
572,1-rooms apartment for sale,,,,,,48 555 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Яккатут",0,0,1,1,1,1,0,1,1,1
573,1-rooms apartment for sale,,,,,,48 000 usd,"Tashkent city, district Sirgali, массив Сергели-VIа",1,0,1,1,1,0,0,1,0,0
574,1-rooms apartment for sale,,,,,,36 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
575,2-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Айбек, улица Саида Барака",1,0,1,1,1,1,0,1,1,1
576,2-rooms apartment for sale,,,,,,69 555 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Катартал",0,0,1,1,1,1,0,1,1,1
577,1-rooms apartment for sale,,,,,,43 999 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Ак-Тепа",0,0,1,1,1,1,0,1,1,0
578,6+ rooms apartment for sale,,,,,,3 980 000 000 usd,"Tashkent city, district Bektemir, махаллинский сход граждан Мажнунтол, улица Мажнунтол",0,0,0,0,0,0,1,1,1,0
579,1-rooms apartment for sale,,,,,,52 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Мурувват",0,0,1,1,1,1,0,1,1,1
580,2-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, Алмазарский район, массив Юнусов, улица Ёлкин",0,0,1,1,1,1,1,1,1,1
581,1-rooms apartment for sale,,,,,,36 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
582,3-rooms apartment for sale,,,,,,105 000 usd,"Tashkent city, Алмазарский район, махаллинский сход граждан Ачабад, улица Сагбан",0,0,0,0,0,0,0,0,0,0
583,4-rooms apartment for sale,,,,,,220 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Айбек, улица Айбека",0,0,0,0,0,0,0,0,0,0
584,3-rooms apartment for sale,,,,,,175 000 usd,"Tashkent city, district Shaykhantahur, махаллинский сход граждан Ипакчи, улица Ипакчи",0,0,0,0,0,0,0,0,0,0
585,3-rooms apartment for sale,,,,,,125 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Лолазар, улица Айбека",0,0,0,0,0,0,0,0,0,0
586,2-rooms apartment for sale,,,,,,98 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Олтинтепа, улица Олтинтепа",0,0,0,0,0,0,0,0,0,0
587,4-rooms apartment for sale,,,,,,145 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мовароуннахр, улица Саида Барака",0,0,1,0,0,1,1,1,1,1
588,2-rooms apartment for sale,,,,,,155 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Сайрам, улица Сайрам",0,0,0,0,0,0,0,0,0,0
589,4-rooms apartment for sale,,,,,,100 000 usd,"Tashkent city, district Sirgali, махаллинский сход граждан Халкобод",0,0,0,0,0,0,0,0,0,0
590,3-rooms apartment for sale,,,,,,79 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Катта Чиланзар-3",0,0,0,0,0,0,0,0,0,0
591,1-rooms apartment for sale,,,,,,51 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Аль-Фараби, улица Ахмада Югнаки",0,0,1,1,1,1,0,1,0,1
592,2-rooms apartment for sale,,,,,,48 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Ахмад Дониш",0,0,0,0,0,0,0,0,0,0
593,2-rooms apartment for sale,,,,,,61 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Истиклол",0,0,0,0,0,0,0,0,0,0
594,2-rooms apartment for sale,,,,,,58 500 usd,"Tashkent city, district Yunusabad, 6-й квартал",0,0,0,0,0,0,0,0,0,0
595,2-rooms apartment for sale,,,,,,61 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Ахилобод, улица Ниязбек",0,0,0,0,0,0,0,0,0,0
596,2-rooms apartment for sale,,,,,,64 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Богиэрам",0,0,0,0,0,0,0,0,0,0
597,4-rooms apartment for sale,,,,,,160 000 usd,"Tashkent city, district Mirabad, массив Госпитальный",1,0,1,1,1,1,0,0,1,1
598,4-rooms apartment for sale,,,,,,82 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Ахмад Дониш",0,0,0,0,0,0,0,0,0,0
599,3-rooms apartment for sale,,,,,,64 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бек-Тупи, улица Сугалли-ота",1,1,1,1,1,1,1,0,1,1
600,3-rooms apartment for sale,,,,,,64 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бек-Тупи, улица Сугалли-ота",1,1,1,1,1,1,1,0,1,1
601,2-rooms apartment for sale,,,,,,87 500 usd,"Tashkent city, district Chilanzar, 1-й квартал, улица Лабихавуз",0,0,0,0,0,0,0,0,0,0
602,2-rooms apartment for sale,,,,,,53 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Элабад, улица Буюк Ипак Йули",0,0,0,0,0,0,0,0,0,0
603,4-rooms apartment for sale,,,,,,115 000 usd,"Tashkent city, Алмазарский район, махаллинский сход граждан Себзар",0,0,1,0,1,1,0,0,0,0
604,3-rooms apartment for sale,,,,,,100 000 usd,"Tashkent city, district Shaykhantahur, массив Джангох",0,0,1,1,1,1,0,1,1,1
605,3-rooms apartment for sale,,,,,,60 000 usd,"Tashkent city, district Sirgali, махаллинский сход граждан Сугдиёна, улица Янги Сергели",1,0,0,1,1,1,1,1,0,0
606,2-rooms apartment for sale,,,,,,46 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
607,5-rooms apartment for sale,,,,,,91 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Ахмад Дониш",0,0,0,0,0,0,0,0,0,0
608,1-rooms apartment for sale,,,,,,62 000 usd,"Tashkent city, district Yakkasaray, махаллинский сход граждан Дилбулак, улица Шота Руставели",0,0,0,0,0,0,0,0,0,0
609,2-rooms apartment for sale,,,,,,68 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Бегубор",0,0,0,0,0,0,0,0,0,0
610,2-rooms apartment for sale,,,,,,76 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Адолат",0,0,1,0,1,0,0,0,1,1
611,2-rooms apartment for sale,,,,,,61 500 usd,"Tashkent city, district Yunusabad, 6-й квартал",0,0,0,0,0,0,0,0,0,0
612,4-rooms apartment for sale,,,,,,145 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мовароуннахр, улица Саида Барака",0,0,1,0,0,1,1,1,1,1
613,3-rooms apartment for sale,,,,,,92 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Адолат",0,0,0,0,0,0,0,0,0,0
614,3-rooms apartment for sale,,,,,,165 000 usd,"Tashkent city, district Yakkasaray, zhiloy kompleks Dream House, улица Кичик Бешагач",1,1,1,1,1,1,1,1,1,1
615,3-rooms apartment for sale,,,,,,61 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Карасу, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0
616,3-rooms apartment for sale,,,,,,62 000 usd,"Tashkent city, district Uchtepa, квартал Г9А, улица Лутфий",0,0,0,0,0,0,0,0,0,0
617,3-rooms apartment for sale,,,,,,85 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Абдурауф Фитрат, улица Учувчилар",0,0,0,0,0,0,0,0,0,0
618,3-rooms apartment for sale,,,,,,89 999 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Байкурган, улица Насаф",0,0,1,1,1,0,0,1,1,1
619,3-rooms apartment for sale,,,,,,70 500 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Истиклолабад, 5-y proezd Eski-Sarikul",0,0,0,0,0,0,0,0,0,0
620,2-rooms apartment for sale,,,,,,38 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0
621,2-rooms apartment for sale,,,,,,31 500 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0
622,2-rooms apartment for sale,,,,,,85 000 usd,"Tashkent city, district Yakkasaray, махаллинский сход граждан Дилбулак, улица Шота Руставели",0,0,0,0,0,0,0,0,0,0
623,2-rooms apartment for sale,,,,,,41 500 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Жаркургон, улица Захидова",0,0,0,0,0,0,0,0,0,0
624,4-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Sirgali, махаллинский сход граждан Эзгулик",1,0,1,1,1,1,0,1,1,1
625,1-rooms apartment for sale,,,,,,42 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",1,1,0,1,1,0,1,0,0,0
626,2-rooms apartment for sale,,,,,,47 900 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Ахмад Дониш",0,0,0,0,0,0,0,0,0,0
627,2-rooms apartment for sale,,,,,,42 500 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Минглола",0,0,0,0,0,0,0,0,0,0
628,1-rooms apartment for sale,,,,,,40 500 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Абдурауф Фитрат, улица Учувчилар",0,0,0,0,0,0,0,0,0,0
629,1-rooms apartment for sale,,,,,,42 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Алтынкуль, улица Абдурауфа Фитрата",0,0,0,0,0,0,0,0,0,0
630,1-rooms apartment for sale,,,,,,40 500 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Абдурауф Фитрат, улица Учувчилар",0,0,0,0,0,0,0,0,0,0
631,3-rooms apartment for sale,,,,,,64 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бек-Тупи, улица Сугалли-ота",1,1,1,1,1,1,1,0,1,1
632,1-rooms apartment for sale,,,,,,58 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мирабад, улица Нукус",0,0,0,0,0,0,0,0,0,0
633,1-rooms apartment for sale,,,,,,46 700 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Уч Кахрамон",0,0,0,0,0,0,0,0,0,0
634,1-rooms apartment for sale,,,,,,29 000 usd,"Tashkent city, Yangihayotskiy rayon, 2-й квартал",0,0,0,0,0,0,0,0,0,0
635,3-rooms apartment for sale,,,,,,65 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Элабад, улица Буюк Ипак Йули",0,0,0,0,0,0,0,0,0,0
636,3-rooms apartment for sale,,,,,,170 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мирабад, улица Нукус",0,0,0,0,0,0,0,0,0,0
637,4-rooms apartment for sale,,,,,,145 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мовароуннахр, улица Саида Барака",0,0,1,0,0,1,1,1,1,1
638,4-rooms apartment for sale,,,,,,174 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Семург, улица Паркент",0,0,0,0,0,0,0,0,0,0
639,2-rooms apartment for sale,,,,,,62 700 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Кичик Хирмантепа",0,0,0,0,0,0,0,0,0,0
640,3-rooms apartment for sale,,,,,,125 000 usd,"Tashkent city, district Chilanzar, Chilanzar Business City TJM, улица Чиланзар",0,0,0,0,0,0,0,0,0,0
641,1-rooms apartment for sale,,,,,,47 600 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Дилабад",0,0,0,0,0,0,0,0,0,0
642,2-rooms apartment for sale,,,,,,70 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Кичик Хирмантепа",0,0,0,0,0,1,0,0,1,0
643,2-rooms apartment for sale,,,,,,61 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Истиклол",0,0,0,0,0,0,0,0,0,0
644,2-rooms apartment for sale,,,,,,66 500 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бешчинар",0,0,0,0,0,0,0,0,0,0
645,2-rooms apartment for sale,,,,,,68 700 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Дилабад",0,0,0,0,0,0,0,0,0,0
646,1-rooms apartment for sale,,,,,,46 500 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Уйгониш",0,0,1,1,1,1,0,1,1,1
647,2-rooms apartment for sale,,,,,,126 000 usd,"Tashkent city, district Mirabad, массив Госпитальный",0,0,0,0,0,0,0,0,0,0
648,3-rooms apartment for sale,,,,,,93 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Чиланзар, улица Мукими",0,0,0,0,0,0,0,0,0,0
649,2-rooms apartment for sale,,,,,,46 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
650,1-rooms apartment for sale,,,,,,36 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
651,1-rooms apartment for sale,,,,,,41 599 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Найман",0,0,0,0,0,0,0,0,0,0
652,2-rooms apartment for sale,,,,,,93 500 usd,"Tashkent city, district Chilanzar, 1-й квартал, улица Лабихавуз",0,0,0,0,0,0,0,0,0,0
653,3-rooms apartment for sale,,,,,,75 000 usd,"Tashkent city, district Chilanzar, 1-й квартал, улица Лабихавуз",0,0,0,0,0,0,0,0,0,0
654,2-rooms apartment for sale,,,,,,74 040 usd,"Tashkent city, district Chilanzar, 2-й квартал",0,0,0,0,0,0,0,0,0,0
655,2-rooms apartment for sale,,,,,,57 000 usd,"Tashkent region, городской посёлок Эшангузар, 1-й микрорайон, улица Шарк Юлдузи",0,0,1,0,1,1,0,1,1,1
656,3-rooms apartment for sale,,,,,,64 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бек-Тупи, улица Сугалли-ота",1,1,1,1,1,1,1,0,1,1
657,1-rooms apartment for sale,,,,,,49 450 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Катартал",0,0,1,1,1,1,0,1,1,1
658,2-rooms apartment for sale,,,,,,63 999 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Катта Чиланзар-3",0,0,1,1,1,1,0,1,1,1
659,1-rooms apartment for sale,,,,,,46 350 usd,"Tashkent city, district Chilanzar, 2-й квартал",0,0,1,1,1,1,0,1,1,1
660,2-rooms apartment for sale,,,,,,59 999 usd,"Tashkent city, district Chilanzar, 2-й квартал",0,0,1,1,1,1,0,1,0,1
661,2-rooms apartment for sale,,,,,,63 999 usd,"Tashkent city, district Chilanzar, 8-й квартал",0,0,1,1,1,1,0,1,0,0
662,1-rooms apartment for sale,,,,,,42 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",1,1,0,1,1,0,1,0,0,0
663,1-rooms apartment for sale,,,,,,52 999 usd,"Tashkent city, district Chilanzar, квартал Ц, улица Мехр",0,0,1,1,1,1,0,1,1,1
664,2-rooms apartment for sale,,,,,,58 555 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Ак-Тепа",0,0,1,1,1,1,0,1,1,1
665,2-rooms apartment for sale,,,,,,69 999 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Катта Чиланзар-3",0,0,1,1,1,1,0,1,1,1
666,1-rooms apartment for sale,,,,,,21 555 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Яккатут",0,0,1,1,1,1,0,1,0,0
667,3-rooms apartment for sale,,,,,,75 999 usd,"Tashkent city, district Chilanzar, 1-й квартал, улица Лабихавуз",0,0,1,1,1,1,0,1,0,0
668,4-rooms apartment for sale,,,,,,145 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мовароуннахр, улица Саида Барака",0,0,1,0,0,1,1,1,1,1
669,2-rooms apartment for sale,,,,,,68 999 usd,"Tashkent city, district Chilanzar, 2-й квартал",0,0,1,1,1,1,0,1,0,0
670,2-rooms apartment for sale,,,,,,58 555 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Кичик Хирмантепа",0,0,1,1,1,1,0,1,1,1
671,2-rooms apartment for sale,,,,,,79 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Машинасозлар, улица Боткина",1,0,1,0,0,1,0,0,1,1
672,1-rooms apartment for sale,,,,,,36 500 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Карасу, Ферганская улица",0,0,0,0,0,0,0,0,0,0
673,3-rooms apartment for sale,,,,,,145 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Фаровон, улица Афросиаб",1,0,0,0,0,1,0,0,0,0
674,2-rooms apartment for sale,,,,,,46 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
675,4-rooms apartment for sale,,,,,,145 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мовароуннахр, улица Саида Барака",0,0,1,0,0,1,1,1,1,1
676,4-rooms apartment for sale,,,,,,115 000 usd,"Tashkent city, district Yakkasaray, махаллинский сход граждан Богсарай, улица Мирабад",0,0,0,0,0,0,0,0,0,0
677,2-rooms apartment for sale,,,,,,75 000 usd,"Tashkent city, district Yunusabad, массив Минор, улица Осиё",0,0,0,0,0,0,0,0,0,0
678,2-rooms apartment for sale,,,,,,83 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Алмачи, улица Буюк Ипак Йули",0,0,1,0,0,1,0,1,0,1
679,1-rooms apartment for sale,,,,,,72 000 usd,"Tashkent city, Яккасарайский район, махалля Богсарой, улица Сарабустон",0,0,0,0,0,0,0,0,0,1
680,2-rooms apartment for sale,,,,,,77 000 usd,"Tashkent city, district Yunusabad, массив Минор",0,0,0,0,0,0,0,0,0,0
681,4-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Sirgali, махаллинский сход граждан Эзгулик",1,0,1,1,1,1,0,1,1,1
682,4-rooms apartment for sale,,,,,,200 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Салор, улица Нукус",1,0,0,0,0,1,0,1,1,1
683,4-rooms apartment for sale,,,,,,152 000 usd,"Tashkent city, district Yunusabad, массив Минор, Namangan ko'chasi",1,0,1,0,0,1,0,0,1,1
684,2-rooms apartment for sale,,,,,,115 000 usd,"Tashkent city, district Yakkasaray, махаллинский сход граждан Богсарай, улица Мирабад",1,0,0,0,0,1,0,0,0,1
685,2-rooms apartment for sale,,,,,,60 500 usd,"Tashkent city, district Yunusabad, 1-й квартал, проспект Амира Темура",0,0,0,0,0,0,0,0,0,0
686,1-rooms apartment for sale,,,,,,37 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Карасу, Ферганская улица",0,0,0,0,0,0,0,0,0,0
687,3-rooms apartment for sale,,,,,,89 999 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Байкурган, улица Насаф",0,0,1,1,1,0,0,1,1,1
688,3-rooms apartment for sale,,,,,,105 000 usd,"Tashkent city, district Yakkasaray, махаллинский сход граждан Богсарай, улица Мирабад",1,0,0,0,0,1,0,0,0,0
689,2-rooms apartment for sale,,,,,,73 000 usd,"Tashkent city, district Chilanzar, 2-й квартал",0,0,0,0,0,0,0,0,0,0
690,2-rooms apartment for sale,,,,,,59 500 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Бирлик",0,0,0,0,0,0,0,0,0,0
691,2-rooms apartment for sale,,,,,,58 500 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Ак-Тепа",0,0,0,0,0,0,0,0,0,0
692,2-rooms apartment for sale,,,,,,67 000 usd,"Tashkent city, district Chilanzar, 1-й квартал, улица Лабихавуз",0,0,0,0,0,0,0,0,0,0
693,1-rooms apartment for sale,,,,,,36 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
694,2-rooms apartment for sale,,,,,,58 000 usd,"Tashkent city, district Chilanzar, 2-й квартал",0,0,0,0,0,0,0,0,0,0
695,4-rooms apartment for sale,,,,,,200 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Подшобог, улица Буюк Ипак Йули",0,0,0,0,0,0,0,0,0,0
696,2-rooms apartment for sale,,,,,,70 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Адолат",0,0,1,0,0,0,0,0,1,1
697,3-rooms apartment for sale,,,,,,85 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Навбахор",0,0,0,0,0,0,0,0,0,0
698,4-rooms apartment for sale,,,,,,75 000 usd,"Tashkent city, district Sirgali, 6-й квартал",0,0,1,0,1,1,0,1,0,1
699,3-rooms apartment for sale,,,,,,64 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бек-Тупи, улица Сугалли-ота",1,1,1,1,1,1,1,0,1,1
700,4-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Sirgali, махаллинский сход граждан Эзгулик",1,0,1,1,1,1,0,1,1,1
701,4-rooms apartment for sale,,,,,,75 000 usd,"Tashkent city, district Sirgali, 6-й квартал",0,0,1,0,1,1,0,1,0,1
702,3-rooms apartment for sale,,,,,,55 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Кизил-Шарк",0,0,0,0,0,0,0,0,0,0
703,1-rooms apartment for sale,,,,,,49 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Нафосат",0,0,0,0,0,0,0,0,0,0
704,1-rooms apartment for sale,,,,,,51 000 usd,"Tashkent city, district Yakkasaray, массив Башлык",0,0,0,0,0,0,0,0,0,0
705,2-rooms apartment for sale,,,,,,53 500 usd,"Tashkent city, district Uchtepa, 21-й квартал",0,0,0,0,0,0,0,0,0,0
706,3-rooms apartment for sale,,,,,,64 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бек-Тупи, улица Сугалли-ота",1,1,1,1,1,1,1,0,1,1
707,3-rooms apartment for sale,,,,,,90 000 usd,"Tashkent city, district Mirza Ulugbek, массив Буз-2, улица Узумзор",0,0,1,1,1,1,0,0,0,1
708,2-rooms apartment for sale,,,,,,69 000 usd,"Tashkent city, district Chilanzar, 2-й квартал",0,0,0,0,0,0,0,0,0,0
709,3-rooms apartment for sale,,,,,,66 300 usd,"Tashkent city, district Uchtepa, 13-й квартал",0,0,0,0,0,0,0,0,0,0
